230539,"so you reverted my edit, restoring a badly written sentence that includes a point that is neither germane to the topic nor supported by a citation. yeah, that really helped, didn't it?",0
629967,huh? who the hell are you?,0
628256,"no, not funny, unless you are a mentally challenged person. why don't you find a better hobby where you don't post lies and offend the people of tibet?",0
624283,i wasn't sure whether you were actually reading anything because facts seem to bounce off of you like bullets off of superman. and you accuse me of fantasies?,0
602055,how many times do i have to revert you before you stop? do you want to get blocked?,0
25481,what the hell? bitter much?,0
181779,"you really want off here, dont you? i've already posted the incident on the incident board and you still are keeping it up?",0
625649,alf has a large <url> in germany.  how on earth do you know that he is a character almost no one knows about where you get your fuckin info?,0
626504,don't add any more trash to the article. got it?,0
421161,"any more of this hoax crap at <url>, <url>, eyre/heller garbage, and you will be permanently banned from editing.  is that clear?",0
489947,"as a former administrator, and therefore a veteran editor who knows how wikipedia really works, i am actually surprised you would even ask such a question with such an obvious answer. i suspect you were simply pointing out a perceived injustice with a question founded in a <url> that you yourself did not take seriously?",0
335570,how is it false to state he was the ruler of the prc - terms such as mao's government are used in the article. can you leave your marxist personal beliefs at the door?,0
207661,i had no idea that i was such a rogue admin. are you seriously suggesting that i need to be kicked off the project for closing a deletion debate?,0
91368,"what a joke, this player has played league football all his career and some clown has now deleted it off, what kind of rules has this been deleted under then? may be deleted seems a bit of a poor excuse to me personally, fancy giving me some information as to why this has been deleted then guys?",0
630160,"so!?!?, what has it got to do with you?",0
433754,may i suggest you actually read the article before claiming it not to be nonsense and removing my csd tag?  are you an admin?,0
627292,are you kidding me? do you even bother to click on <url> to see its fleet?,0
622173,"so you see kv, just in case you missed the point, you are in the naughty chair in the naughty corner because of your own baloney, baloney that you bring yourself.  now, didn't you like that story?",0
626770,"your poorly written, bizarre comment makes no sense, since all of my edits in the al franken article conform to wikipedia's npov policy.  what are you talking about?",0
619633,"btw, nobody else has been keeping that page updated as much as i have worked on it for the entire hockey year, and it would be dead and empty without my work. so, why don't you be positive and praise my work instead of being so picky on such a minor, insignificant thing as putting 'vacant' on top instead of below a player who no longer is on the team?",0
625709,i asked you a question. be educated and please respond: what does <url> has  to do with <url>?,0
251923,you're a troll. why not go somewhere else?,0
288449,hello? you going to answer this?,0
626797,"what part of use common sense did not get through to you? was it the use, the common, the sense, or some combination thereafter?",0
452850,"wow, you waited a whole ten minutes. what's the problem?",0
354110,"why delete the page <url> with no explanation, as an act of deliberate vandalism?  why did you do it?",0
625430,"so you deny you did anything wrong jason?  and we're all nazi's persecuting you, itake and uncle davey?",0
242241,"how can anyone analyze the page if you keep deleting the content? <url> 01:28, 18 december 2006 (utc)  are you afraid someone might vote for it?",0
120056,seriously? seriously?,0
418733,could you please clarify who the new users were exactly that you considered to be part of your 'sock farm'?  or did you not even bother to research before making such claims?,0
432801,"but do you think you can take your concerns to the talk page?  crazy notion, eh?",0
61921,the haven't first team appearances for gods sake! how can you say they deserve an article?,0
625107,"your obfuscation of the real issue is disingenuous; i'm rapidly losing respect for you. is it not wikipedia's mission to scornfully snub vandalism, which is done instantly, agressively, mercilessly?",0
72875,"you are being very insulting on <url>. can't you just trust the strength of your arguments, instead of insulting people who are doing their best to help improve wikipedia?",0
393254,"oh that's charming, so instead of making a personal attack on a single editor you made it on a class of editors. does that somehow make it more ok?",0
477181,you won't even let the ink on your report dry and you're already at it again. care to explain finally what about the dab needs cleaning?,0
444118,rather than tell me how wrong i was to close certain afd's maybe your time would be better spent dealing with the current afd backlog <url>. if my decisions were so wrong why haven't you re-opened them?,0
381792,it is an obvious and strongly followed point that april fools jokes should not disrupt the running of the wiki. could you explain why the hells you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzog?,0
27642,"since your tube station articles don't actually contain any information, what is the point of them? why not put them together and work them into an article that says something interesting?",0
252057,"to whom are you referring, hypocrite? who has a secret opinion?",0
580725,"look dude, <url> was also just deleted. what makes 2005 so special?",0
102758,sigh. did arbcomm teach you nothing?,0
618995,the sources are already there! have you even looked at it?,0
438664,how do you know the author/uploader of <url> intended it to be licenced under the copyright licence that you attached to the file with <url>. are you clairvoyant or did the uploader tell you this was his wish?,0
624023,"firstly who are you? secondly there seems to be a lot more people involved than just node ue thirdly i don't care what his view is as long as his edits are neutral, which edits do you dispute?",0
35415,"you make it very hard to believe that you're acting in good faith when you rewrite the <url> article to remove all references to liberal, but keep the phrase conservative independence institute.  i see pov-pushing when that happens,  if you're so concerned about adjectives, why not edit the articles about aei or heritage or americans for tax reform?",0
136389,"it's not my job to add the bronze age material in the article on <url>, so please refrain from removing existing material just because you haven't made any effort to add the bronze age content. ok ?",0
523617,"the page is getting smacked literally every half minute or so, and i think the joke's worn thin. give us a break?",0
428791,"well, look again! does <url> look like a dictionary definition page to you?",0
290546,don't threaten me as that is not vandalism. what is wrong with a nude photo of barack's mom?,0
358187,so you don't like people pointing out the errors you make? or do you have any actual arguments to counter my post?,0
131592,"come on mohrflies, i don't understand why you insist in these edits: <url>? why yugoslav when absolutely no one uses it?",0
417696,"without making a comment on the underlying coverage of the site being down, your edit comment <url> indicates a <url> violation.  under what logic do you propose that you have authority to set policy over the article?",0
306797,"yes, and there has been a user from an aol ip who has been trolling pilot guy for weeks. why must you blindly disagree with everything anyone says to you?",0
130235,this is incorrect. have you looked at the article any time after october 2008?,0
619448,why did you block tanner1996 that is me? i was going to choose nascar1996 but someone else is using that name??????????,0
13662,"ah well, if you are going to have such a bizarre flight of fancy as far as to calling it an attack page then perhaps i will remove it. maybe you should also look at how you interact with others?",0
620617,are you crazy down here?! what the heck is going on?,0
35404,"hey, if you want to assert that a cite does not say what it clearly does say, how about actually coming to the discussion page to discuss it, rather than treating edit summaries like a discussion space?  why the hell am i the one being accused of edit warring, when i'm the only one actually willing to talk on the discussion page?",0
485803,what?!  why did you resolve this without dealing with the user i mentioned?,0
511427,"you have a lot of cheek marking <url> with <person> without actually taking the trouble to say what needs fixing. if you're really someone who is able to contribute with a professional level of english, why not display this supposed proficiency rather than engaging in the illiterate practice of adding templates with tools?",0
344905,"why can't you just remove the offending phrase and repost your comment?  this resolves the situation, does it not?",0
623996,agree. who the hell came up with that in the first place?,0
530009,you do realise this is complete rubbish - it's already been speedily deleted once if you check the logs. i can't see any advantage to having this crap floating around for 5 days - can you?,0
252731,"hey, can you block this moron from editing the iihf page? or what can i do in such cases?",0
333566,"six months ago was episode 10, and has peter not been in every episode up to and including that? seriously, where are you getting your figures?",0
160048,"yes, but we are hardly debating that edit that hasnt stood in the last few days anyway and certainly isnt an issue right now. what of that edit do you currently object to with such vehemence?",0
404626,why have you restored this article deleted pursuant to a perfectly acceptable afd? am i missing something here?,0
607813,it's about freedom of speech and no islamic terrorism is going to deter the truth from outing.  and if it's forbidden to look at figures of mohammed how come you did it; are you going to hell?,0
623738,"firstly, why do you assume i don't care about the content, and secondly, what chance have you given anyone to voice a dissenting opinion? correct me if i am wrong, but you don't seem to have asked if anyone had a problem with the merge, did you?",0
342064,i reverted your change to the pet shop boys article. it was kind of a bizarre change (i would have considered it the work of a vandalism were it not for the seemingly valid other wikipedia work you've done).,0
133623,you have been accused of sockpuppetry at <url>. scared?,0
623573,"yes, i have. did you really need to send me a reminder?",0
140016,"if you're going to accuse me of operating in bad faith, then the discussion has become inappropriately personal. on what grounds do you make such an implication?",0
160294,"listen, the reason i put those signs in the code 'break-clear' is because the arrangement of the blocks is off-key, at least when looking through ie or mozilla. why are you taking them off?",0
380122,i don't see any mention of wikipedia in that article.  don't you have other things you could be worrying about?,0
95565,"tom, that article is ready for publication, was written by someone else, and your changes aren't improving it.  did mer-c ask you to work on it?",0
206861,excuse me? what are you accusing me of doing?,0
151303,it is an obvious and strongly followed point that april fools jokes should not disrupt the running of the wiki. could you explain why the hells you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzog?,0
549539,"why did you revert my edits on that page? you say it was unsourced but it was sourced, i put two references to two fair sources (not blogs nor politically bound), so why did you remove them?",0
366668,"<url> please also answer the questions at paragraph <url> above, as you are looking like a classic bully admin who abuses his powers and should be stripped of that role.  is there any review process in wikipedia, for proposing that you be stripped of your admin powers for bullyism?",0
624484,where is the exception in <url> for tossing out citations and verifiable in order to make it easier for the reader?  who are you to disagree with nikon's label of compact professional?,0
621082,why would you doubt that. and for that matter why wouldn't you rewrite it yourself?,0
517557,"ok with you if i play white? i suck so i should go first and, if you don't agree i will crush you like a mag- whoa power rush anyway ok with you?",0
597470,re your remarks on the talk page of 9/11: i do not troll. comprende?,0
626130,you sure kill educating information. i wounder why?,0
355369,"right, but not all of it. so can you retrieve it or not?",0
622984,especially considering that it took you a lot more time to vandalize the page than the two seconds it took us to fix it. what's the point?,0
350825,"images with iconic status or historical importance: as subjects of commentary. listen, it's just trivial to look up, could you take the care of actually reading these policies before arguing over them?",0
618793,"i am an administrator on this project and my task is to enforce these rules. now, will you cooperate or will i have to block you?",0
424489,"since the discussion was not advertised at the affected pages, it did not involve the community. do you not see that?",0
627233,"delete, who cares. if we're going to delete every fair use image that has a sufficient rationale, why not change to german wikipedia image policy already?",0
201998,"you again speak of the probability of interest, whereas i made it clear that either there is only one probability of interest, and hence it cannot depend on the door numbers, or there are several probabilities of interest, all with the same value, and hence independent of the numbers of the doors. don't you understand this?",0
623275,"correcting an article to remove mention of something that was made up here in wikipedia and does not exist in any formal definition of the article's subject is a furtherance of the <url> policy, not vandalism.  are you interested in knee-jerk reverting, or in actually making your encyclopedia correct and accurate?",0
371345,what's going on? why did you revert my edits to those articles without any explanation?,0
629959,"fine, but it took me no more than a couple of seconds to find a source. why couldn't you do it instead of removing the content?",0
625048,"unfortunately for those who like railroads, it's been closed again! don't you people have better things to do?",0
170153,hm. are you asking to be banned?,0
224511,"again, wishful thinking is one thing, fantasyland, now back to reality, can you provide me one journal, one book that mentioned the term palestinians before 1960's??? why not?",0
517758,"well, i bet you got that from stalking me. are you making a template i can use?",0
213314,"what, you are saying that nothing published at <url> is a reliable source? what is your basis for asserting that?",0
194444,calling all changes for vandalism just because you don't agree with them is not the way to explain why you revert edits. may i suggest that you actually learn what vandalism actually means before you use the word?,0
171044,<person> i find this conversation remarkable given that you have twice opted to edit war over referencing format to the detriment of an article's quality in the last 24 hours on <url>. what gives?,0
566610,"eh? no, those facts were correct, why do you think they were not?",0
618861,"very well i won't contact you anymore. geez, whatever happen to the spirit of collaboration?",0
126492,so you're interested in both amiga computers and bdsm! are you an atheist too?,0
625829,"so, basically, you're just violating <url> and <url>. why?",0
570742,"yeah, but playtime is over.  find some articles to edit, yes?",0
623072,"and now you undid my declination of that one which was copyrighted. would you please quit undoing my declinations?",0
452664,"you still haven't answered my question: why did you delete the article so quickly, without even bothering to read it? and why are you so willing to back <person> and not me?",0
523577,"could you kindly stick to the issue at hand in the fac?  which is to discuss the article, not me?",0
