230539,"so you reverted my edit, rstoring a badly written sentence that includes a point that is neither germane to the topic nor supported by a citation. yeah, that really helped, didn't it?",-3.0086093758416994
629967,huh? who the hell are you?,-2.880110028454214
628256,"no, not funny, unless you are a mentally challenged person. why don't you find a better hobby where you don't post lies and offend the people of tibet?",-2.780986964273572
622292,"whaddafuck ya gonna do to me, huh bitch!?????????",-2.7605072814212863
624283,i wasn't sure whether you were actually reading anything because facts seem to bounce off of you like bullets off of superman. and you accuse ''me'' of fantasies?,-2.717003350247981
602055,how many times do i have to revert you before you stop? do you want to get blocked?,-2.708516642990856
25481,what the hell? bitter much?,-2.6935616611010387
181779,"you really want off here, dont you? i've already posted the incident on the incident board and you still are keeping it up?",-2.626637921195542
625649,"alf has a large <url> in germany.  how on earth do you know that he is a character ""almost no one knows about"" where you get your f'n info?",-2.6189000029122846
626504,don't add any more trash to the article. got it?,-2.617203861565741
421161,"any more of this hoax crap at <url>, <url>, eyre/heller garbage, and you will be '''''permanently''''' banned from editing.  is that clear?",-2.53677773265266
489947,"as a former administrator, and therefore a veteran editor who knows how wikipedia really works, i am actually surprised you would even ask such a question with such an obvious answer. i suspect you were simply pointing out a perceived injustice with a question founded in a <url> that you yourself did not take seriously?",-2.4964135880274343
335570,"how is it false to state he was the ruler of the prc - terms such as ""mao's government"" are used in the article. can you leave your marxist personal beliefs at the door?",-2.4656141035782912
207661,i had no idea that i was such a rogue admin. are you seriously suggesting that i need to be kicked off the project for closing a deletion debate?,-2.402599026281254
91368,"what a joke, this player has played league football all his career and some clown has now deleted it off, what kind of rules has this been deleted under then? ""may be deleted"" seems a bit of a poor excuse to me personally, fancy giving me some information as to why this has been deleted then guys?",-2.3442130679098248
630160,"''so!?!?'', what has it got to do with you?",-2.330943113625249
433754,may i suggest you actually read the article before claiming it not to be nonsense and removing my csd tag?  are you an admin?,-2.322239334621106
627292,are you kidding me? do you even bother to click on <url> to see its fleet?,-2.299921959583164
622173,"so you see kv, just in case you missed the point, you are in the naughty chair in the naughty corner because of your own baloney, baloney that you bring yourself.  now, didn't you like that story?",-2.2996176528937986
626770,"your poorly written, bizarre comment makes no sense, since all of my edits in the al franken article conform to wikipedia's npov policy.  what are you talking about?",-2.2987330643300288
619633,"btw, nobody else has been keeping that page updated as much as i have worked on it for the entire hockey year, and it would be dead and empty without my work. so, why don't you be positive and praise my work instead of being so picky on such a minor, insignificant thing as putting 'vacant' on-top instead of below a player who no longer is on the team?",-2.290025353349514
625709,i asked you a question. be educated and please respond: what does <url> has  to do with <url>?,-2.2829181539119223
517739,are you unable to pee with a half filled bladder???,-2.2794372599950226
251923,you're a troll. why not go somewhere else?,-2.2554393149106695
288449,hello? you going to answer this?,-2.25430631231216
626797,"what part of ""use common sense"" did not get through to you? was it the ""use,"" the ""common,"" the ""sense,"" or some combination thereafter?",-2.2512638913106224
452850,"wow, you waited a whole ten minutes. what's the problem?",-2.2512196473073915
354110,"why delete the page <url> with no explanation, as an act of deliberate vandalism?  why did you do it?",-2.231103563501033
625430,"so you deny you did anything wrong jason?  and we're all nazi's persecuting you, itake and uncle davey?",-2.207666111656146
242241,"how can anyone analyze the page if you keep deleting the content? <url> 01:28, 18 december 2006 (utc)  are you afraid someone might vote for it?",-2.2058549086213803
120056,seriously? seriously?,-2.20552721013786
418733,could you please clarify who the new users were exactly that you considered to be part of your 'sock farm'?  or did you not even bother to research before making such claims?,-2.1649493897652645
432801,"but do you think you can take your concerns to the talk page?  crazy notion, eh?",-2.1530613851364038
627311,"what, my dear, will change the fact of your poor anargumentative technique??",-2.1524456253098796
61921,the haven't first team appearances for gods sake! how can you say they deserve an article?,-2.1337417294818484
625107,"your obfuscation of the real issue is disengenuous; i'm rapidly losing respect for you. is it not wikipedia's mission to scornfully snub vandalism, which is done instantly, agressively, mercilessly?",-2.128816638573292
72875,"you are being very insulting on <url>. can't you just trust the strength of your arguments, instead of insulting people who are doing their best to help improve wikipedia?",-2.1273908207501093
393254,"oh that's charming, so instead of making a personal attack on a single editor you made it on a class of editors. does that somehow make it more ok?",-2.125316919294767
477181,"you won't even let the ink on your report dry and you're already at it again. care to explain finally what about the dab needs ""cleaning""?",-2.122328030387186
444118,rather than tell me how wrong i was to close certain afd's maybe your time would be better spent dealing with the current afd backlog <url>. if my decisions were so wrong why haven't you re-opened them?,-2.1179843267007183
381792,it is an obvious and strongly followed point that april fools jokes ''should not disrupt the running of the wiki''. could you explain why the hells you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzogg?,-2.1144074339820245
27642,"since your tube station articles don't actually contain any information, what is the point of them? why not put them together and work them into an article that says something interesting?",-2.1127651526154954
618729,how come no one will answer this question!??,-2.1055559885397495
252057,"to whom are you referring, hipicrite? who has a ""secret opinion""?",-2.0962722247991175
580725,"look dude, <url> was also just deleted. what makes 2005 so special?",-2.0882062688025105
102758,sigh. did arbcomm teach you nothing?,-2.083224131157202
618995,''the sources are already there!'' have you even looked at it?,-2.071900284287463
438664,how do you know the author/uploader of <url> intended it to be licenced under the copyright licence that you attached to the file with <url> are you clairvoyant or did the uploader tell you this was his wish?,-2.0690846429028027
624023,"firstly who are you? secondly there seems to be a lot more people involved than just node ue thirdly i don't care what his view is as long as his edits are neutral, which edits do you dispute?",-2.0588205945914964
35415,"you make it very hard to believe that you're acting in good faith when you rewrite the <url> article to remove all references to ""liberal,"" but keep the phrase ""conservative independence institute.""  i see pov-pushing when that happens.  if you're so concerned about adjectives, why not edit the articles about aei or heritage or americans for tax reform?",-2.0560262328116465
136389,"it's not my job to add the ""bronze age"" material in the article on <url>, so please refrain from removing existing material just because you haven't made any effort to add the ""bronze age"" content. ok ?",-2.046866088439049
523617,"the page is getting smacked literally every half minute or so, and i think the joke's worn thin. give us a break?",-2.028608274522079
428791,"well, look again! does ''<url>'' look like a dictionary-definition page to you?",-2.0238998379627464
290546,don't threaten me as that is not vandalism. what is wrong with a nude photo of barack's mom?,-2.016796831167919
358187,so you don't like people pointing out the errors you make? or do you have any actual arguments to counter my post?,-2.0133829743405736
131592,"come on mohrflies, i donxb4t understand why you insist in these edits: <url>? why ""yugoslav"" when absolutely no one uses it?",-2.01262417185682
417696,"without making a comment on the underlying coverage of the site being down, your edit comment <url> indicates a <url> violation.  under what logic do you propose that you have authority to set policy over the article?",-2.003533726400477
306797,"yes, and there has been a user from an aol ip who has been trolling pilotguy for weeks. why must you blindly disagree with everything anyone says to you?",-2.0002895240005993
130235,this is incorrect. have you looked at the article any time after october 2008?,-1.9856165241602166
619448,why did you block tanner1996 that is me i was going to choose nascar1996 but someone else is using that name??????????,-1.981101668845558
13662,"ah well, if you are going to have such a bizarre flight of fancy as far as to calling it an attack page then perhaps i will remove it. maybe you should also look at how you interact with others?",-1.9708691465606865
620617,are you crazy down here?! what the heck is going on?,-1.9615436084477351
35404,"hey, if you want to assert that a cite does not say what it clearly does say, how about actually coming to the discussion page to discuss it, rather than treating edit summaries like a discussion space?  why the hell am i the one being accused of edit warring, when i'm the only one actually willing to talk on the discussion page?",-1.960192695654856
485803,what?!  why did you resolve this without dealing with the user i mentioned?,-1.9510756301244438
511427,"you have a lot of cheek marking <url> with <person> without actually taking the trouble to say what needs fixing. if you're really someone who is able to contribute with a ""professional"" level of english, why not display this supposed proficiency rather than engaging in the illiterate practice of adding templates with tools?",-1.943934201763208
344905,"why can't you just remove the offending phase and repost your comment?  this resolves the situation, does it not?",-1.9415740210515129
623996,agree. who the hell came up with that in the first place?,-1.9288802839622643
530009,you do realise this is complete rubbish - it's already been speedily deleted once if you check the logs. i can't see any advantage to having this crap floating around for 5 days - can you?,-1.9205098341293134
252731,"hey, can you block this moron from editing the iihf page? or what can i do in such cases?",-1.9149145083432475
333566,"six months ago was episode 10, and has peter not been in every episode up to and including that? seriously, where are you getting your figures?",-1.906109935333958
160048,"yes, but we are hardly debating that edit that hasnt stood in the last few days anywway and certainly isnt an issue right now. what of that edit do you currently object to with such vehemence?",-1.9038204802089804
404626,why have you restored this article deleted pursuant to a perfectly acceptable afd? am i missing something here?,-1.899733300741272
607813,it's about freedom of speech and no islamic terrorism is going to deter the truth from outing.  and if it's forbidden to look at figures of mohammed how come you did it; are you going to hell?,-1.8945371997791358
623738,"firstly, why do you assume i don't care about the content, and secondly, what chance have you given anyone to voice a dissenting opinion? correct me if i am wrong, but you don't seem to have asked if anyone had a problem with the merge, did you?",-1.8839091574404716
342064,i reverted your change to the pet shop boys article - it was kind of a bizarre change (i would have considered it the work of a vandal were it not for the seemingly valid other wikipedia work you've done). ?,-1.876211585910101
133623,you have been accused of sockpuppetry at <url>.  scared?,-1.863347643167743
623573,"yes, i have. did you really need to send me a reminder?",-1.8615733331003508
140016,"if you're going to accuse me of operating in bad faith, then the discussion has become inappropriately personal.  on what grounds do you make such an implication?",-1.861420152972134
160294,"listen, the reason i put those signs in the code 'break-clear' is because the arrangement of the blocks is ''off-key'', at least when looking through ie or mozilla. why are you taking them off?",-1.8451486500683494
380122,i don't see any mention of wikipedia in that article.  don't you have other things you could be worrying about?,-1.8383195504874803
95565,"tom, that article is ready for publication, was written by someone else, and your changes aren't improving it.  did mer-c ask you to work on it?",-1.8304248814617352
206861,excuse me? what are you accusing me of doing?,-1.8298730504584815
151303,it is an obvious and strongly followed point that april fools jokes ''should not disrupt the running of the wiki''. could you explain why the hells you coated a dozen users' pages with pictures of jimbo's ugly bearded fizzogg?,-1.8295366592714828
549539,"why did you revert my edits on that page? you say it was unsourced but it was sourced, i put two references to two fair sources (not blogs nor politicaly bound), so why did you remove them?",-1.82477704481284
